FID,year,jday,gmt,icount,lat,lon,code,frp,zen,5kmIGBP,500mIGBP,30mFCCS,30mCDL,1kmGLCC,BinTime
304,2019,239,17.34,94381,42.01,-101.04,15,13.6,56.26,10,10,236,176,41,17.5
305,2019,241,14.84,96312,41.62,-84.92,15,20.5,42.69,12,12,0,5,35,15
306,2019,242,14.17,97724,42.11,-96.69,15,17.4,34,12,12,0,1,35,14.5
307,2019,228,17.37,20484,41.86,-88.78,15,14.8,62.47,12,12,0,1,35,17.5
308,2019,231,9.34,30355,41.85,-103.8,15,22,66.11,12,12,0,61,41,9.5
309,2019,232,10.51,31885,41.88,-103.24,15,16.2,53.08,10,10,236,176,47,11
310,2019,234,13.67,47997,42.03,-92.91,10,35.3,30.31,12,13,0,122,38,14
311,2019,235,17.01,53078,41.98,-91.35,15,12.6,58.47,12,12,0,1,35,17.5
312,2019,235,18.67,53128,41.96,-101.19,15,18.4,69.62,10,10,236,176,41,19
313,2019,236,10.18,60205,41.9,-103.1,15,37.2,57.31,10,10,236,176,2,10.5
314,2019,238,17.67,86715,41.83,-103.91,15,35.1,57.43,10,10,236,176,40,18
315,2019,238,18.17,86762,42,-100.82,15,28,65.18,10,10,236,176,41,18.5
316,2019,238,18.51,86795,41.85,-103.77,15,28.1,66.67,12,12,0,1,41,19
317,2019,239,13.67,93938,41.95,-101.54,15,9.8,31.49,10,10,213,195,41,14
318,2019,242,13.17,97540,41.83,-103.88,15,25.1,33.94,10,10,236,176,40,13.5
319,2019,224,18.03,4207,42.05,-97.26,15,18.8,62.7,12,12,0,36,30,18.5
320,2019,226,13.78,10509,42.04,-97.71,15,27.7,27.32,12,12,66,176,35,14
321,2019,226,17.62,11082,41.87,-102.63,15,47.2,54.58,10,10,236,176,41,18
322,2019,228,11.87,18120,41.9,-102.08,15,18.8,38.04,10,10,318,111,41,12
323,2019,228,18.12,20749,41.89,-102.4,15,30.6,60.73,10,10,900,111,41,18.5
324,2019,229,16.28,24276,41.91,-90.28,15,13.2,49.85,12,12,90,141,23,16.5
325,2019,229,18.37,25291,42.05,-95.96,15,15.1,68.53,12,14,90,141,30,18.5
326,2019,231,10.51,30386,41.8,-103.86,15,19.4,53.32,10,10,236,176,2,11
327,2019,232,16.34,32948,42,-99.83,15,8.3,44.81,10,10,318,195,94,16.5
328,2019,239,18.01,94422,41.95,-100.48,15,21.3,63.87,10,10,236,176,41,18.5
329,2019,242,11.34,97125,42.02,-99.11,15,12.7,44.31,10,10,443,176,38,11.5
330,2019,226,17.12,11028,41.79,-103.28,15,26,48.72,12,12,0,1,41,17.5
331,2019,228,10.87,17752,42.02,-96.6,15,18.8,44.09,12,12,0,1,1,11
332,2019,228,13.95,19171,41.99,-97.26,15,25.8,28.24,12,12,0,1,30,14
333,2019,229,15.7,24005,41.99,-93.31,15,17.4,41.97,12,12,319,121,35,16
334,2019,229,16.53,24383,41.84,-102.55,15,8,44.01,10,10,236,176,41,17
335,2019,231,10.34,30379,41.78,-103.94,15,14.5,55.16,10,10,236,176,2,10.5
336,2019,235,17.17,53088,41.96,-100.01,15,19.9,54.05,10,10,236,176,41,17.5
337,2019,238,17.67,86712,41.92,-100.93,15,28.7,59.6,10,10,236,176,41,18
338,2019,226,16.95,11012,41.79,-103.19,15,30.7,47.03,10,12,236,176,2,17
339,2019,226,17.45,11063,41.77,-103.33,15,29.1,52.24,12,12,1,190,14,17.5
340,2019,228,10.62,17691,41.96,-97.22,15,4.2,47.01,10,12,0,36,30,11
341,2019,228,11.37,17896,41.96,-94.59,15,36.7,38.09,12,12,0,5,35,11.5
342,2019,228,14.12,19243,41.72,-103.94,15,6.9,27.55,10,10,236,176,41,14.5
343,2019,231,16.01,31021,41.78,-103,15,19.6,39.3,10,10,66,176,41,16.5
344,2019,231,16.34,31071,41.8,-102.83,15,8.4,42.49,10,10,318,195,41,16.5
345,2019,231,16.67,31132,41.78,-103.03,15,19,45.62,10,10,236,176,41,17
346,2019,231,18.51,31446,41.73,-103.71,15,23,64.84,10,10,236,176,2,19
347,2019,232,16.51,32984,41.97,-96.13,15,10.7,48.95,12,12,0,5,35,17
348,2019,238,14.67,86210,41.76,-103.17,15,8.1,32.48,12,12,0,41,41,15
349,2019,242,17.51,98200,41.96,-96.52,15,24.7,62.18,12,12,0,5,35,18
350,2019,228,16.37,20136,41.75,-88.89,15,21.4,51.42,12,12,0,1,35,16.5
351,2019,228,17.03,20359,41.77,-89.34,15,15.8,58.36,12,12,0,5,35,17.5
352,2019,231,16.17,31040,41.75,-102.96,15,8.7,40.82,10,10,66,176,41,16.5
353,2019,231,16.34,31072,41.75,-102.96,15,26.3,42.39,10,10,66,176,41,16.5
354,2019,231,16.67,31133,41.71,-103.85,15,23.1,45.04,10,10,236,176,2,17
355,2019,231,17.17,31204,41.71,-103.81,15,22,50.2,10,10,236,176,2,17.5
356,2019,231,18.34,31412,41.75,-103.02,15,23.6,63.49,10,10,236,176,2,18.5
357,2019,231,18.51,31444,41.88,-100.21,15,17.9,67.45,10,10,131,176,41,19
358,2019,235,11.01,52539,41.74,-88.51,15,23.7,39.18,12,14,90,141,55,11.5
359,2019,237,10.84,84320,41.74,-103.38,15,31,50.61,10,10,1,190,41,11
360,2019,238,17.67,86713,41.87,-100.06,15,27.5,60.22,10,10,236,176,41,18
361,2019,238,19.51,87336,41.74,-103.38,15,22.3,78.41,10,10,1,190,41,20
362,2019,239,15.17,94245,41.85,-101.19,15,14.4,36.33,10,10,236,176,2,15.5
363,2019,225,10.28,5132,41.88,-97.87,15,18,50.39,12,12,213,5,35,10.5
364,2019,226,9.53,9500,41.85,-100.19,15,22.4,60.45,10,10,236,176,41,10
365,2019,228,15.78,19944,41.86,-92.83,15,16.2,42.75,12,12,0,1,35,16
366,2019,228,15.87,19970,41.67,-104,15,9.6,36.55,10,10,0,1,41,16
367,2019,228,17.12,20394,41.73,-89.12,15,11.6,59.44,12,12,0,5,35,17.5
368,2019,229,12.78,22648,41.87,-98.93,15,24.7,30.25,10,10,236,176,41,13
369,2019,229,12.95,22709,41.9,-98.39,15,22.9,29.38,10,10,236,176,41,13
370,2019,229,14.37,23321,41.88,-97.96,15,15.3,29.7,12,12,0,1,35,14.5
371,2019,229,15.12,23724,41.89,-96.26,15,4.1,35.08,12,12,90,141,30,15.5
372,2019,229,16.45,24344,41.89,-98.16,15,22.4,46.13,12,12,0,1,30,16.5
373,2019,229,16.95,24579,41.89,-98.19,15,12.6,51.32,10,10,236,176,94,17
374,2019,229,17.37,24773,41.89,-98.22,15,22.5,55.79,10,10,236,176,38,17.5
375,2019,231,16.01,31023,41.68,-103.77,15,9.9,38.79,10,10,236,176,94,16.5
376,2019,231,17.01,31175,41.66,-103.94,15,6.5,48.35,10,10,0,24,41,17.5
377,2019,231,17.51,31265,41.77,-101.77,15,15.1,55.23,10,10,236,176,41,18
378,2019,235,13.01,52770,41.57,-86.54,15,19.7,29.77,12,10,900,111,55,13.5
379,2019,239,12.34,93851,41.8,-100.87,15,13.2,36.4,10,10,236,176,41,12.5
380,2019,241,10.51,95740,41.74,-89.44,15,23.5,45.62,12,12,0,1,35,11
381,2019,225,9.87,5080,41.77,-101.27,15,9.1,57.37,10,10,236,176,41,10
382,2019,225,9.95,5089,41.76,-101.21,15,14.2,56.41,10,10,236,176,2,10
383,2019,226,14.12,10583,41.86,-97.58,15,19,27.89,12,12,0,5,35,14.5
384,2019,228,14.78,19583,41.7,-89.03,15,13.8,35.85,12,12,0,122,35,15
385,2019,228,15.7,19917,41.76,-90.8,15,14.4,43.21,12,12,0,1,30,16
386,2019,229,14.78,23549,41.86,-98.75,15,10.3,31.58,10,10,317,190,41,15
387,2019,231,12.01,30489,41.83,-99.14,15,15.5,35.88,10,10,236,176,94,12.5
388,2019,231,15.17,30894,41.68,-102.86,15,29.6,32.8,10,10,236,176,2,15.5
389,2019,231,15.34,30923,41.71,-102.27,15,5,34.23,10,10,236,176,2,15.5
390,2019,231,16.34,31074,41.65,-103.72,15,9.2,41.85,10,10,236,176,41,16.5
391,2019,231,17.34,31238,41.63,-103.86,15,3.6,51.9,10,10,236,176,41,17.5
392,2019,231,17.51,31266,41.65,-103.75,15,11.6,53.78,10,10,236,176,94,18
393,2019,231,20.01,31595,41.67,-103.16,15,15.4,82.23,10,10,236,121,38,20.5
394,2019,237,12.84,84433,41.56,-86.93,15,5.8,30.34,12,12,1281,176,35,13
395,2019,238,16.84,86600,41.78,-101.01,15,29.4,50.69,10,10,236,176,41,17
396,2019,238,19.17,87078,41.61,-103.97,15,27.7,74.24,10,10,236,176,2,19.5
397,2019,239,16.84,94344,41.82,-99.66,15,18.2,51.93,10,10,131,176,30,17
398,2019,225,12.53,5807,41.84,-97.71,15,19.2,30.05,12,12,0,1,35,13
399,2019,225,12.62,5859,41.84,-97.65,15,41.4,29.54,12,12,0,1,35,13
400,2019,228,13.87,19136,41.85,-95.38,15,4.7,28.2,12,12,0,121,35,14
401,2019,228,16.2,20081,41.85,-94.83,15,13.2,45.57,12,12,0,1,35,16.5
402,2019,229,13.2,22800,41.8,-98.72,15,16.9,28.53,10,10,236,176,94,13.5
403,2019,229,16.45,24345,41.83,-97.51,15,14.9,46.55,12,12,213,1,35,16.5
404,2019,229,18.53,25387,41.82,-96.69,15,21,69.85,12,12,213,5,30,19
405,2019,231,14.17,30729,41.63,-103.44,15,8.6,28.52,10,10,0,121,41,14.5
406,2019,231,16.34,31073,41.65,-102.85,15,22.9,42.41,10,10,213,176,40,16.5
407,2019,231,16.84,31150,41.58,-103.98,15,9.2,46.57,10,10,236,176,2,17
408,2019,231,17.67,31295,41.66,-102.94,15,24.8,56.17,10,10,236,176,40,18
409,2019,231,18.34,31414,41.59,-103.75,15,34.6,62.93,10,10,236,176,40,18.5
410,2019,235,13.34,52800,41.49,-86.73,15,16.8,30.34,12,12,0,1,35,13.5
411,2019,239,14.01,94048,41.66,-102.46,15,11.2,31.21,10,10,236,176,2,14.5
412,2019,239,17.17,94368,41.77,-99.75,15,28.8,55.33,10,10,131,176,94,17.5
413,2019,241,15.01,96336,41.37,-84.9,15,23.7,44.03,12,12,0,121,35,15.5
414,2019,225,10.62,5186,41.78,-97.63,15,18.9,46.66,12,12,0,5,35,11
415,2019,228,12.87,18695,41.73,-100.02,15,35.8,29.78,10,10,236,176,94,13
416,2019,231,17.17,31205,41.63,-102.92,15,8.4,50.8,10,10,236,176,41,17.5
417,2019,231,17.34,31239,41.55,-103.93,15,5.7,51.83,10,10,236,176,40,17.5
418,2019,232,10.68,31897,41.77,-98.68,15,6.6,48.11,10,10,318,176,94,11
419,2019,238,19.01,86981,41.74,-99.7,15,22.5,75.56,10,10,0,121,94,19.5
420,2019,238,19.01,86983,41.58,-103.43,15,27.6,72.77,10,10,236,176,41,19.5
421,2019,238,19.34,87191,41.59,-103.17,15,23.6,76.71,10,10,236,176,41,19.5
422,2019,228,14.53,19455,41.75,-95.15,15,26.2,31.12,12,12,0,1,30,15
423,2019,229,16.95,24580,41.74,-98.58,15,18.5,51,10,12,0,61,30,17
424,2019,229,17.37,24772,41.73,-92.35,15,15.2,60.06,12,12,129,190,30,17.5
425,2019,231,14.17,30730,41.58,-103.01,15,3.4,28.51,10,12,0,36,41,14.5
426,2019,231,16.01,31022,41.64,-102.03,15,10.4,39.8,10,10,236,176,2,16.5
427,2019,231,16.17,31041,41.53,-103.62,15,1.2,40.29,10,10,236,176,41,16.5
428,2019,231,16.51,31108,41.54,-103.81,15,14.4,43.34,10,10,236,176,40,17
429,2019,232,16.51,32985,41.6,-102.81,15,5.5,44.3,10,10,57,176,41,17
430,2019,234,12.17,47688,41.61,-102.58,15,14.2,36.97,10,10,236,176,2,12.5
431,2019,235,14.34,52894,41.58,-88.82,15,20.6,34.7,12,12,0,1,35,14.5
432,2019,235,15.17,52963,41.43,-86.43,15,24.7,42.77,12,14,1281,176,35,15.5
433,2019,236,11.84,60266,41.6,-102.37,15,21.3,40.1,10,10,236,176,2,12
434,2019,237,18.84,85108,41.55,-103.45,15,13.2,70.33,10,10,236,176,41,19
435,2019,238,18.67,86810,41.71,-99.66,15,24.1,71.58,12,10,131,176,94,19
436,2019,239,11.17,93794,41.55,-103.54,15,31.7,47.7,10,10,236,176,40,11.5
437,2019,225,10.28,5133,41.63,-100.78,15,18.5,52.42,10,10,236,176,41,10.5
438,2019,228,14.7,19550,41.5,-103.64,15,8.4,28.84,10,10,236,176,40,15
439,2019,229,11.62,22246,41.7,-99.51,15,13.8,38.85,10,12,0,1,30,12
440,2019,229,16.37,24309,41.73,-98.38,15,9.7,45.08,12,12,236,176,30,16.5
441,2019,229,17.37,24774,41.7,-98.28,15,18.3,55.71,12,12,0,5,30,17.5
442,2019,230,13.94,27769,41.41,-86.66,15,25.8,31.3,12,12,0,176,35,14
443,2019,230,14.36,27924,41.38,-86.63,15,12.1,34.12,12,12,0,1,35,14.5
444,2019,231,10.51,30387,41.5,-103.57,15,8.7,53.02,10,10,211,142,41,11
445,2019,231,13.34,30628,41.72,-98.26,15,5.6,28.7,12,10,236,176,30,13.5
446,2019,231,15.84,31001,41.61,-102.04,15,8.9,38.29,10,10,236,176,2,16
447,2019,231,19.17,31530,41.5,-103.64,15,29.4,72.61,10,10,236,176,40,19.5
448,2019,232,12.17,32109,41.58,-102.47,15,12.4,36.39,10,10,236,176,41,12.5
449,2019,232,15.01,32679,41.5,-104.03,15,15.5,31.5,10,10,213,176,47,15.5
450,2019,240,14.51,95021,41.74,-96.09,10,146.3,34.62,12,12,0,13,35,15
451,2019,240,14.67,95034,41.74,-96.09,10,49.2,35.58,12,12,0,13,35,15
452,2019,240,16.17,95137,41.74,-96.09,10,59.2,47.89,12,12,0,13,35,16.5
453,2019,241,11.01,95794,41.45,-87.29,15,28.8,39.84,12,12,0,5,35,11.5
454,2019,225,13.95,6536,41.71,-96.72,15,17.3,27.12,12,12,0,36,35,14
455,2019,228,10.78,17730,41.57,-101.75,15,19.4,48.27,10,10,443,176,41,11
456,2019,228,12.45,18444,41.54,-89.39,15,14.8,28.37,12,12,0,1,35,12.5
457,2019,228,13.87,19137,41.69,-94.36,15,31.7,28.24,12,12,0,121,30,14
458,2019,228,17.03,20360,41.69,-94.22,15,27.6,54.77,12,12,0,1,35,17.5
459,2019,228,18.62,20962,41.52,-102.54,15,23.8,66.18,10,10,236,176,41,19
460,2019,229,11.78,22302,41.66,-99.75,15,11.5,37.49,10,12,131,176,94,12
461,2019,229,14.62,23454,41.69,-97.48,15,20.4,30.95,12,12,22,122,35,15
462,2019,229,16.28,24277,41.69,-95.6,15,10.7,46.09,12,12,0,1,35,16.5
463,2019,231,11.67,30458,41.56,-102.14,15,5.2,40.27,10,10,236,176,2,12
464,2019,231,14.01,30708,41.67,-99.41,15,7.3,28.72,12,12,0,1,35,14.5
465,2019,231,16.34,31075,41.52,-103.01,15,8.5,42.23,10,10,236,176,41,16.5
466,2019,231,17.84,31328,41.48,-103.78,15,19.4,57.35,10,10,236,176,40,18
467,2019,232,16.17,32905,41.52,-103.01,15,20.6,40.95,10,10,236,176,41,16.5
468,2019,242,17.67,98220,41.63,-99.77,15,18.1,61.56,10,10,131,176,30,18
469,2019,224,18.2,4251,41.66,-96.9,15,17.2,64.81,12,12,0,1,35,18.5
470,2019,227,17.7,16690,41.43,-103.87,15,30.8,54.73,10,10,0,24,40,18
471,2019,228,11.78,18075,41.65,-96.67,15,22.5,35.52,12,12,0,1,30,12
472,2019,228,15.87,19971,41.45,-103.7,15,31.5,36.58,10,10,0,176,40,16
473,2019,228,18.45,20896,41.48,-102.72,15,24.7,64.17,10,10,236,176,94,18.5
474,2019,229,14.78,23550,41.61,-99.29,15,12.8,31.15,10,10,443,195,30,15
475,2019,231,16.34,31076,41.47,-103.11,15,12.3,42.15,10,10,236,176,41,16.5
476,2019,231,16.34,31077,41.45,-103.21,15,9.7,42.07,10,10,1261,61,94,16.5
477,2019,231,16.34,31078,41.45,-103.73,15,17.3,41.74,10,10,213,176,47,16.5
478,2019,231,17.67,31296,41.53,-102.09,15,11.8,56.76,10,10,236,176,2,18
479,2019,232,15.67,32806,41.64,-99.34,15,15.6,38.72,12,12,0,1,30,16
480,2019,236,11.51,60245,41.55,-101.54,15,28.2,42.56,10,10,236,176,41,12
481,2019,239,17.67,94402,41.58,-100.38,15,37.2,60.21,10,10,236,176,41,18
482,2019,225,10.62,5187,41.61,-98.78,15,9.5,47.41,10,10,236,176,30,11
483,2019,225,15.03,6982,41.63,-96.24,15,17.6,33.11,12,12,0,1,30,15.5
484,2019,226,11.03,9741,41.44,-103,15,9.8,46.11,10,10,57,176,94,11.5
485,2019,228,13.78,19103,41.54,-91.11,15,11.9,28.55,12,12,-9999,111,55,14
486,2019,228,14.62,19500,41.62,-93.27,15,15.8,32.37,12,12,0,1,35,15
487,2019,228,14.7,19548,41.56,-91.6,15,10.8,33.73,12,12,0,1,35,15
488,2019,231,16.67,31134,41.44,-103.06,15,9.3,45.45,10,10,236,176,41,17
489,2019,232,16.34,32949,41.5,-102.08,15,8.5,43.11,10,10,236,176,2,16.5
490,2019,232,18.17,33354,41.57,-99.8,15,12.6,64.26,10,12,0,5,30,18.5
491,2019,235,14.34,52895,41.21,-85.54,15,26.7,35.99,12,12,0,5,35,14.5
492,2019,235,14.67,52931,41.45,-89.07,15,14.9,36.91,12,12,1281,176,35,15
493,2019,238,18.34,86781,41.45,-102.7,15,28.1,65.56,10,10,236,176,94,18.5
494,2019,238,19.67,87446,41.42,-103.17,15,24.4,80.46,10,10,0,1,41,20
495,2019,239,17.84,94413,41.56,-100.11,15,29.5,62.24,10,10,236,176,40,18
496,2019,226,8.53,9404,41.5,-100.58,15,10.5,71.92,10,10,236,176,41,9
497,2019,228,12.53,18486,41.61,-95.85,15,17.7,29.96,12,12,66,176,35,13
498,2019,228,12.7,18585,41.61,-95.71,15,13,29.1,12,12,0,121,35,13
499,2019,228,12.78,18640,41.6,-95.62,15,11.7,28.73,12,12,0,1,35,13
500,2019,228,15.45,19840,41.38,-103.54,15,6.9,33.25,10,10,236,176,41,15.5
501,2019,228,15.53,19865,41.38,-103.45,15,9.2,33.93,10,10,213,176,41,16
502,2019,229,14.2,23236,41.57,-94.07,15,13.6,29.84,12,12,213,121,30,14.5
503,2019,229,17.12,24665,41.57,-97.96,15,29.2,53.18,12,12,0,5,35,17.5
504,2019,230,17.11,28972,41.27,-86.84,15,19,61.46,12,9,213,176,35,17.5
505,2019,231,15.34,30924,41.4,-103.4,15,15.6,33.46,10,10,236,176,40,15.5
506,2019,231,17.51,31267,41.4,-102.86,15,10.8,54.35,10,10,0,29,41,18
507,2019,231,17.67,31297,41.42,-102.75,15,23.5,56.26,10,10,236,176,94,18
508,2019,232,13.01,32252,41.56,-99.05,15,10,29.9,12,12,236,176,35,13.5
509,2019,238,16.51,86542,41.44,-102.58,15,21.2,46.15,10,10,236,176,41,17
510,2019,242,10.51,96999,41.39,-103.12,15,15.3,54.78,10,10,1261,24,41,11
511,2019,225,14.53,6790,41.56,-97.28,15,6.7,29.23,12,12,0,1,30,15
512,2019,228,12.53,18487,41.46,-100.88,15,12.6,31.85,10,10,236,176,41,13
513,2019,228,13.37,18924,41.56,-96,15,7.7,27.39,12,12,453,5,35,13.5
514,2019,228,15.7,19918,41.45,-101.13,15,13,36.62,10,10,236,176,2,16
515,2019,228,18.62,20963,41.41,-102.6,15,30.2,66.13,10,10,236,176,41,19
516,2019,229,16.53,24382,41.57,-96.75,15,13.1,47.83,12,12,0,5,35,17
517,2019,231,13.84,30694,41.42,-102.24,15,4,28.18,10,10,236,176,41,14
518,2019,231,16.84,31151,41.34,-103.82,15,10,46.59,10,10,213,6,40,17
519,2019,235,13.84,52840,41.21,-86.59,15,13.7,32.22,12,10,0,122,35,14
520,2019,236,17.34,60623,41.4,-102.35,15,21.5,54.27,10,10,60,122,38,17.5
521,2019,239,18.51,94454,41.45,-101.29,15,16.2,68.76,10,10,236,176,41,19
522,2019,240,1.51,94753,41.47,-90.83,10,35.9,128.04,12,12,90,141,30,2
523,2019,241,7.18,95569,41.47,-90.83,10,31.5,82.43,12,12,90,141,30,7.5
524,2019,241,12.01,95926,41.25,-87.04,15,25,33.26,12,12,0,1,35,12.5
525,2019,224,18.53,4337,41.27,-104.02,15,14,63.21,10,10,236,176,40,19
526,2019,227,18.2,16788,41.32,-103.44,15,30.8,60.58,10,10,0,61,40,18.5
527,2019,227,20.2,17172,41.38,-102.04,15,14.8,84.2,10,10,236,176,41,20.5
528,2019,228,13.2,18832,41.45,-100.73,15,12.3,28.31,10,12,0,176,41,13.5
529,2019,228,17.45,20517,41.51,-97.43,15,28.2,56.96,12,12,0,5,35,17.5
530,2019,229,15.03,23685,41.5,-99.39,15,10.5,32.63,10,12,0,1,30,15.5
531,2019,231,11.51,30450,41.36,-102.6,15,5.9,42.02,10,10,236,176,41,12
532,2019,231,18.01,31354,41.49,-98.76,15,21.6,62.92,12,12,0,5,30,18.5
533,2019,235,14.01,52857,41.18,-86.61,15,24.4,33.16,12,12,0,1,35,14.5
534,2019,237,11.67,84367,41.23,-87.25,15,10.9,33.81,12,14,213,190,35,12
535,2019,228,11.7,18033,41.41,-101.06,15,13,38.64,10,10,236,176,41,12
536,2019,228,11.7,18034,41.39,-101.2,15,18,38.71,10,10,236,176,41,12
537,2019,228,17.53,20546,41.2,-87.5,15,16.4,65.25,12,12,0,1,35,18
538,2019,229,11.53,22214,41.44,-100.03,15,11,39.78,10,10,0,1,94,12
539,2019,230,14.52,28002,41.16,-86.87,15,7.2,35.13,12,12,0,1,35,15
540,2019,230,16.44,28812,41.19,-87.13,15,9.2,53.85,12,12,0,1,35,16.5
541,2019,231,16.67,31135,41.3,-103.07,15,9.3,45.38,10,10,0,1,40,17
542,2019,232,16.17,32906,41.4,-101.23,15,4,42,10,10,236,176,41,16.5
543,2019,238,17.01,86624,41.43,-100.31,15,30.7,52.77,10,10,131,176,94,17.5
544,2019,238,18.01,86751,41.24,-103.97,15,20.9,60.88,10,10,213,61,40,18.5
545,2019,239,17.17,94369,41.44,-92.18,15,17.7,60.69,12,12,0,5,35,17.5
546,2019,240,15.84,95122,41.51,-95.5,15,22.7,44.96,12,12,0,5,35,16
547,2019,224,16.87,4019,41.44,-97.57,15,6.5,49.54,12,12,0,1,35,17
548,2019,231,11.17,30423,41.26,-102.9,15,20.2,45.47,10,10,0,24,40,11.5
549,2019,231,12.84,30571,41.46,-98.03,15,8.7,29.9,12,12,0,1,35,13
550,2019,231,13.84,30695,41.24,-103.55,15,8.9,28.05,10,10,210,176,41,14
551,2019,231,15.51,30956,41.24,-103.55,15,17.3,34.49,10,10,210,176,41,16
552,2019,231,17.17,31207,41.29,-102.47,15,7.5,51.01,10,10,0,1,41,17.5
553,2019,242,17.17,98159,41.22,-104.05,15,19,53.03,10,10,236,176,2,17.5
554,2019,224,12.12,2565,41.39,-99.6,15,9.9,33.29,10,12,0,1,30,12.5
555,2019,228,11.95,18166,41.42,-97.76,15,14.1,34.59,12,12,1,190,30,12
556,2019,228,12.87,18696,41.44,-95.89,15,31.6,28.34,12,12,0,1,35,13
557,2019,229,12.37,22500,41.4,-98.03,15,15.6,31.91,12,12,0,1,35,12.5
558,2019,229,16.03,24153,41.41,-95.71,15,23.8,43.37,12,12,0,1,35,16.5
559,2019,229,18.03,25110,41.19,-103.58,15,25.6,59.07,10,10,0,24,40,18.5
560,2019,231,18.51,31445,41.44,-95.78,15,9.3,70.75,12,12,0,5,30,19
561,2019,238,14.51,86179,41.3,-102.03,15,14.5,31.69,10,12,213,195,38,15
562,2019,238,18.34,86782,41.2,-103.83,15,30.5,64.69,10,10,236,176,2,18.5
563,2019,239,17.01,94355,41.37,-100.28,15,34,53.06,10,10,131,176,40,17.5
564,2019,239,17.34,94382,41.32,-101.36,15,26.3,55.82,10,10,236,176,41,17.5
565,2019,239,17.34,94383,41.3,-101.5,15,27,55.72,10,10,236,176,2,17.5
566,2019,239,18.01,94423,41.41,-98.86,15,32,64.98,10,10,131,176,30,18.5
567,2019,239,18.17,94430,41.4,-99.2,15,22.6,66.58,12,12,0,36,30,18.5
568,2019,242,12.34,97332,41.27,-102.08,15,19.8,37.38,10,10,236,176,41,12.5
569,2019,225,12.62,5860,41.39,-97.69,15,35.8,29.16,10,10,443,176,30,13
570,2019,226,12.12,10063,41.36,-99.44,15,24,33.64,10,12,0,1,94,12.5
571,2019,228,12.03,18208,41.38,-96.28,15,19.2,33.16,12,12,0,5,30,12.5
572,2019,228,13.45,18965,41.39,-97.86,15,12.8,27.25,12,12,-9999,111,30,13.5
573,2019,228,14.2,19285,41.39,-95.35,15,32.1,28.97,12,12,0,121,35,14.5
574,2019,228,15.95,19996,41.3,-100.97,15,5.1,38.87,10,10,236,176,41,16
575,2019,228,16.37,20137,41.38,-98.65,15,16.3,44.48,10,12,0,5,30,16.5
576,2019,228,16.45,20171,41.37,-98.56,15,16.7,45.39,10,10,131,176,30,16.5
577,2019,229,11.2,22075,41.36,-98.84,15,22.3,42.16,10,10,131,5,94,11.5
578,2019,229,15.53,23932,41.37,-99.04,15,9.4,36.62,10,10,0,5,94,16
579,2019,229,15.78,24045,41.36,-98.87,15,17,38.94,10,10,131,176,94,16
580,2019,229,16.78,24498,41.13,-103.94,10,370.2,45.28,10,10,236,176,47,17
581,2019,229,17.2,24697,41.13,-103.94,10,399.1,49.66,10,10,236,176,47,17.5
582,2019,229,17.28,24732,41.13,-103.94,10,543.9,50.55,10,10,236,176,47,17.5
583,2019,229,17.45,24819,41.13,-103.94,10,229.3,52.36,10,10,236,176,47,17.5
584,2019,231,14.84,30845,41.22,-102.58,15,24.1,30.55,10,10,0,24,41,15
585,2019,231,16.84,31153,41.2,-102.87,15,4,47.18,10,10,0,24,40,17
586,2019,231,17.67,31299,41.17,-103.27,15,8.7,55.82,10,10,213,176,40,18
587,2019,231,18.17,31386,41.2,-103.32,15,25.7,61.34,10,10,236,176,41,18.5
588,2019,231,18.67,31467,41.28,-101.76,15,19.8,68.14,10,10,236,176,41,19
589,2019,232,15.17,32712,41.39,-97.8,15,18,35.29,12,12,0,5,35,15.5
590,2019,233,15.01,45538,41.15,-103.83,15,19.1,31.6,10,10,1261,1,40,15.5
591,2019,237,20.01,85236,41.15,-103.8,15,19.1,83.47,10,10,213,176,40,20.5
592,2019,239,12.84,93886,41.13,-103.94,15,16.1,34,10,10,236,176,47,13
593,2019,239,17.67,94403,41.35,-99.23,15,24,61,10,12,0,1,94,18
594,2019,241,11.67,95882,41.13,-87.74,15,20.8,35.1,12,12,154,190,35,12
595,2019,241,11.67,95883,41.08,-86.95,15,27.8,34.76,12,12,0,5,35,12
596,2019,241,11.84,95904,41.12,-87.61,15,18.9,34.12,12,12,0,1,35,12
597,2019,224,18.03,4212,41.33,-98.88,15,20.3,61.44,10,10,900,111,94,18.5
598,2019,225,13.37,6240,41.36,-97.76,15,16.6,26.4,12,12,0,5,35,13.5
599,2019,228,12.62,18535,41.35,-97.62,15,23.3,29.92,12,12,0,1,30,13
600,2019,228,12.7,18586,41.35,-97.53,15,27.1,29.45,12,12,0,1,30,13
601,2019,228,16.62,20228,41.31,-99.68,15,25.1,46.32,10,10,131,176,94,17
602,2019,229,16.78,24499,41.1,-103.92,13,445.5,45.28,10,10,213,176,40,17
603,2019,229,17.2,24698,41.1,-103.92,12,479.4,49.66,10,10,213,176,40,17.5
604,2019,229,17.28,24733,41.1,-103.95,12,253.3,50.53,10,10,1261,24,40,17.5
605,2019,229,17.28,24734,41.1,-103.92,10,883.3,50.56,10,10,213,176,40,17.5
606,2019,229,17.37,24775,41.1,-103.92,12,119.5,51.46,10,10,213,176,40,17.5
607,2019,229,17.45,24820,41.1,-103.92,10,480,52.36,10,10,213,176,40,17.5
